city,date,retail,grocery,parks,transit,work,home
Como,2020-05-11,-65,-44,-65,-66,-43,22
Como,2020-05-12,-57,-32,-26,-52,-41,20
Como,2020-05-13,-65,-40,-61,-63,-42,23
Como,2020-05-14,-59,-32,-27,-52,-41,21
Como,2020-05-15,-64,-31,-45,-56,-43,24
Como,2020-05-16,-66,-38,-53,-50,-37,18
Como,2020-05-17,-69,-58,-27,-38,-19,13
Como,2020-05-18,-40,-28,16,-40,-35,16
Como,2020-05-19,-41,-26,-9,-44,-36,17
Como,2020-05-20,-37,-26,48,-37,-35,16
Como,2020-05-21,-33,-22,27,-38,-41,17
Como,2020-05-22,-38,-21,31,-34,-37,17
Como,2020-05-23,-41,-29,38,-17,-26,11
Como,2020-05-24,-33,-40,70,15,-8,7
Como,2020-05-25,-33,-26,42,-36,-35,14
Como,2020-05-26,-32,-23,51,-34,-33,14
Como,2020-05-27,-32,-22,54,-33,-33,14
Como,2020-05-28,-32,-22,37,-34,-33,14
Como,2020-05-29,-33,-18,31,-33,-34,15
Como,2020-05-30,-31,-22,77,-2,-21,8
Como,2020-05-31,-27,-34,80,21,0,6
Como,2020-06-01,-1,1,249,-5,-54,15
Como,2020-06-02,-19,-37,359,1,-72,20
Como,2020-06-03,-33,-22,8,-38,-31,13
Como,2020-06-04,-40,-25,-55,-53,-34,16
Como,2020-06-05,-23,-15,53,-26,-31,12
Como,2020-06-06,-26,-22,50,-15,-20,7
Como,2020-06-07,-51,-41,-75,-58,-11,11
Como,2020-06-08,-28,-23,-15,-43,-32,13
Como,2020-06-09,-21,-19,21,-36,-30,12
Como,2020-06-10,-23,-19,-4,-39,-30,12
Como,2020-06-11,-18,-13,-3,-38,-35,13
Como,2020-06-12,-20,-15,58,-26,-32,11
Como,2020-06-13,-22,-23,79,-6,-17,6
Como,2020-06-14,-17,-30,75,14,6,2
Como,2020-06-15,-18,-19,55,-29,-30,10
Como,2020-06-16,-16,-16,52,-30,-28,10
Como,2020-06-17,-20,-16,16,-37,-29,11
Como,2020-06-18,-16,-19,51,-31,-28,10
Como,2020-06-19,-15,-13,84,-22,-30,9
Como,2020-06-20,-13,-19,147,15,-15,2
Como,2020-06-21,-12,-29,130,28,5,-1
Como,2020-06-22,-14,-17,98,-25,-30,8
Como,2020-06-23,-11,-16,119,-22,-29,7
Como,2020-06-24,-12,-15,112,-23,-27,7
Como,2020-06-25,-12,-14,73,-25,-27,8
Como,2020-06-26,-14,-12,89,-21,-29,7
Como,2020-06-27,-18,-21,120,6,-17,2
Como,2020-06-28,-15,-29,102,16,9,-2
Como,2020-06-29,-9,-12,109,-24,-32,7
Como,2020-06-30,-10,-15,109,-25,-26,7
Como,2020-07-01,-11,-13,72,-31,-26,7
Como,2020-07-02,-12,-16,72,-29,-27,7
Como,2020-07-03,-21,-19,40,-34,-29,9
Como,2020-07-04,-12,-18,141,3,-15,0
Como,2020-07-05,-14,-28,106,6,5,-3
Como,2020-07-06,-13,-16,106,-29,-28,6
Como,2020-07-07,-7,-12,123,-25,-27,6
Como,2020-07-08,-7,-13,129,-26,-26,5
Como,2020-07-09,-9,-13,94,-26,-26,5
Como,2020-07-10,-12,-11,104,-28,-28,6
Como,2020-07-11,-14,-17,94,-8,-15,2
Como,2020-07-12,-11,-26,113,0,7,-3
Como,2020-07-13,-8,-12,100,-28,-27,5
Como,2020-07-14,-6,-12,111,-26,-26,5
Como,2020-07-15,-6,-12,105,-25,-25,6
Como,2020-07-16,-6,-14,122,-22,-25,5
Como,2020-07-17,-10,-12,123,-22,-27,5
Como,2020-07-18,-11,-18,158,10,-14,-1
Como,2020-07-19,-12,-25,117,16,8,-4
Como,2020-07-20,-9,-12,145,-25,-26,5
Como,2020-07-21,-7,-13,155,-24,-25,5
Como,2020-07-22,-7,-12,140,-25,-25,5
Como,2020-07-23,-7,-13,124,-24,-25,4
Como,2020-07-24,-13,-12,74,-30,-27,6
Como,2020-07-25,-11,-18,168,14,-14,-1
Como,2020-07-26,-11,-23,113,18,10,-4
Como,2020-07-27,-7,-10,151,-23,-27,4
Como,2020-07-28,-6,-12,161,-21,-26,5
Como,2020-07-29,-4,-11,177,-21,-26,4
Como,2020-07-30,-6,-13,116,-22,-27,4
Como,2020-07-31,-8,-12,144,-20,-28,4
Como,2020-08-01,-16,-20,128,7,-20,-1
Como,2020-08-02,-19,-20,47,-4,5,-1
Cremona,2020-02-15,3,-5,22,17,1,-1
Cremona,2020-02-16,6,-6,32,22,0,-1
Cremona,2020-02-17,-2,-2,-10,2,0,0
Cremona,2020-02-18,3,-1,16,11,0,0
Cremona,2020-02-19,2,-1,10,3,1,0
Cremona,2020-02-20,2,-3,16,7,1,0
Cremona,2020-02-21,-4,-2,13,4,0,0
Cremona,2020-02-22,-25,5,-1,-7,-7,4
Cremona,2020-02-23,-42,-20,-22,-15,-9,6
Cremona,2020-02-24,-28,1,7,-33,-26,10
Cremona,2020-02-25,-30,-10,2,-33,-25,11
Cremona,2020-02-26,-30,-16,-19,-37,-23,12
Cremona,2020-02-27,-24,-11,6,-34,-22,11
Cremona,2020-02-28,-21,-10,28,-32,-22,11
Cremona,2020-02-29,-30,-12,-14,-24,-19,8
Cremona,2020-03-01,-42,-25,-54,-35,-16,9
Cremona,2020-03-02,-26,-16,-46,-44,-20,10
Cremona,2020-03-03,-17,-6,-8,-35,-19,9
Cremona,2020-03-04,-19,-5,16,-30,-20,9
Cremona,2020-03-05,-25,-8,-36,-41,-20,11
Cremona,2020-03-06,-26,-7,-9,-36,-21,11
Cremona,2020-03-07,-37,-11,19,-20,-21,9
Cremona,2020-03-08,-54,-24,-4,-19,-21,10
Cremona,2020-03-09,-41,-13,-41,-47,-27,14
Cremona,2020-03-10,-48,-11,-30,-47,-33,17
Cremona,2020-03-11,-55,-16,-35,-51,-38,19
Cremona,2020-03-12,-71,-23,-54,-63,-45,23
Cremona,2020-03-13,-75,-26,-56,-64,-50,26
Cremona,2020-03-14,-84,-44,-72,-69,-56,24
Cremona,2020-03-15,-90,-65,-70,-69,-51,20
Cremona,2020-03-16,-74,-34,-55,-66,-53,25
Cremona,2020-03-17,-77,-35,-53,-66,-55,26
Cremona,2020-03-18,-79,-39,-67,-70,-56,28
Cremona,2020-03-19,-78,-38,-64,-71,-58,28
Cremona,2020-03-20,-80,-33,-72,-70,-59,30
Cremona,2020-03-21,-87,-52,-82,-72,-61,25
Cremona,2020-03-22,-95,-85,-89,-83,-58,23
Cremona,2020-03-23,-81,-41,-78,-75,-66,30
Cremona,2020-03-24,-81,-42,-76,-75,-66,31
Cremona,2020-03-25,-83,-46,-81,-76,-67,32
Cremona,2020-03-26,-83,-45,-83,-77,-70,33
Cremona,2020-03-27,-83,-41,-78,-77,-70,35
Cremona,2020-03-28,-88,-58,-84,-75,-64,26
Cremona,2020-03-29,-95,-87,-89,-82,-59,23
Cremona,2020-03-30,-81,-44,-78,-75,-67,31
Cremona,2020-03-31,-92,-44,-72,-70,-67,31
Cremona,2020-04-01,-92,-42,-76,-69,-67,32
Cremona,2020-04-02,-91,-42,-73,-70,-67,32
Cremona,2020-04-03,-85,-42,-75,-71,-67,33
Cremona,2020-04-04,-90,-56,-81,-73,-62,25
Cremona,2020-04-05,-95,-86,-89,-80,-58,22
Cremona,2020-04-06,-82,-42,-74,-71,-61,29
Cremona,2020-04-07,-80,-39,-73,-71,-62,29
Cremona,2020-04-08,-80,-37,-76,-70,-61,29
Cremona,2020-04-09,-79,-33,-73,-72,-61,29
Cremona,2020-04-10,-80,-30,-74,-71,-63,32
Cremona,2020-04-11,-87,-51,-82,-69,-62,25
Cremona,2020-04-12,-96,-96,-89,-82,-63,23
Cremona,2020-04-13,-95,-87,-87,-87,-89,40
Cremona,2020-04-14,-79,-39,-72,-70,-58,28
Cremona,2020-04-15,-79,-37,-74,-70,-57,28
Cremona,2020-04-16,-78,-36,-71,-69,-56,28
Cremona,2020-04-17,-79,-36,-71,-69,-56,30
Cremona,2020-04-18,-86,-51,-82,-70,-56,24
Cremona,2020-04-19,-94,-84,-89,-79,-54,22
Cremona,2020-04-20,-78,-47,-78,-72,-54,26
Cremona,2020-04-21,-78,-39,-71,-69,-54,26
Cremona,2020-04-22,-78,-40,-73,-69,-53,27
Cremona,2020-04-23,-77,-37,-74,-67,-53,27
Cremona,2020-04-24,-77,-29,-68,-67,-54,28
Cremona,2020-04-25,-91,-71,-83,-77,-68,27
Cremona,2020-04-26,-94,-79,-87,-77,-51,22
Cremona,2020-04-27,-72,-35,-68,-67,-50,24
Cremona,2020-04-28,-75,-37,-67,-68,-51,26
Cremona,2020-04-29,-75,-32,-68,-68,-51,25
Cremona,2020-04-30,-70,-22,-69,-65,-51,25
Cremona,2020-05-01,-93,-84,-83,-84,-87,43
Cremona,2020-05-02,-80,-41,-75,-67,-54,24
Cremona,2020-05-03,-92,-75,-84,-73,-48,21
Cremona,2020-05-04,-57,-27,-20,-45,-40,17
Cremona,2020-05-05,-59,-24,-17,-50,-42,18
Cremona,2020-05-06,-61,-26,-32,-48,-41,19
Cremona,2020-05-07,-60,-23,-22,-47,-41,18
Cremona,2020-05-08,-61,-22,-17,-46,-41,20
Cremona,2020-05-09,-65,-32,-20,-37,-41,16
Cremona,2020-05-10,-76,-59,-26,-40,-29,14
Cremona,2020-05-11,-58,-31,-50,-57,-39,19
Cremona,2020-05-12,-56,-23,-17,-47,-38,17
Cremona,2020-05-13,-59,-24,-40,-50,-38,19
Cremona,2020-05-14,-57,-23,-19,-45,-38,18
Cremona,2020-05-15,-60,-22,-32,-48,-38,20
Cremona,2020-05-16,-63,-30,-33,-36,-34,16
Cremona,2020-05-17,-71,-54,-6,-26,-21,13
Cremona,2020-05-18,-35,-18,17,-36,-33,13
Cremona,2020-05-19,-40,-16,-25,-40,-34,15
Cremona,2020-05-20,-36,-13,-2,-35,-33,14
Cremona,2020-05-21,-37,-13,3,-34,-33,13
Cremona,2020-05-22,-38,-12,15,-34,-32,14
Cremona,2020-05-23,-41,-19,14,-19,-26,9
Cremona,2020-05-24,-46,-36,7,-15,-12,8
Cremona,2020-05-25,-32,-17,16,-33,-32,12
Cremona,2020-05-26,-31,-11,18,-34,-31,12
Cremona,2020-05-27,-32,-10,17,-32,-30,12
Cremona,2020-05-28,-31,-8,17,-32,-30,12
Cremona,2020-05-29,-32,-10,14,-33,-31,13
Cremona,2020-05-30,-34,-15,24,-11,-20,7
Cremona,2020-05-31,-38,-30,26,-7,-3,6
Cremona,2020-06-01,-11,7,69,-22,-47,12
Cremona,2020-06-02,-35,-38,102,-38,-75,22
Cremona,2020-06-03,-30,-5,12,-31,-29,11
Cremona,2020-06-04,-34,-9,-50,-45,-31,13
Cremona,2020-06-05,-23,-6,42,-26,-29,10
Cremona,2020-06-06,-27,-14,58,-12,-19,5
Cremona,2020-06-07,-38,-27,-27,-32,-9,7
Cremona,2020-06-08,-23,-13,-13,-36,-28,10
Cremona,2020-06-09,-20,-8,32,-28,-27,9
Cremona,2020-06-10,-26,-13,-10,-36,-29,11
Cremona,2020-06-11,-21,-4,6,-31,-28,9
Cremona,2020-06-12,-20,-7,52,-25,-28,8
Cremona,2020-06-13,-26,-15,22,-15,-18,4
Cremona,2020-06-14,-27,-21,31,-11,1,3
Cremona,2020-06-15,-19,-11,34,-29,-26,8
Cremona,2020-06-16,-18,-7,45,-26,-26,8
Cremona,2020-06-17,-18,-6,10,-31,-26,9
Cremona,2020-06-18,-17,-7,36,-25,-26,7
Cremona,2020-06-19,-20,-10,23,-29,-27,8
Cremona,2020-06-20,-21,-13,72,-9,-14,1
Cremona,2020-06-21,-28,-26,42,-12,2,-1
Cremona,2020-06-22,-17,-10,48,-28,-27,6
Cremona,2020-06-23,-14,-4,56,-22,-26,6
Cremona,2020-06-24,-16,-5,37,-24,-24,6
Cremona,2020-06-25,-16,-4,25,-25,-25,6
Cremona,2020-06-26,-17,-6,51,-26,-26,6
Cremona,2020-06-27,-23,-14,34,-13,-18,0
Cremona,2020-06-28,-30,-26,12,-15,4,-2
Cremona,2020-06-29,-16,-8,38,-28,-25,6
Cremona,2020-06-30,-13,-4,51,-25,-24,5
Cremona,2020-07-01,-14,-3,33,-27,-24,6
Cremona,2020-07-02,-16,-5,23,-28,-24,6
Cremona,2020-07-03,-20,-7,11,-31,-26,7
Cremona,2020-07-04,-21,-13,37,-13,-15,0
Cremona,2020-07-05,-31,-25,13,-15,1,-2
Cremona,2020-07-06,-17,-10,22,-29,-26,5
Cremona,2020-07-07,-12,-5,44,-25,-25,5
Cremona,2020-07-08,-14,-8,36,-26,-23,4
Cremona,2020-07-09,-15,-9,33,-29,-24,4
Cremona,2020-07-10,-18,-10,33,-29,-25,4
Cremona,2020-07-11,-24,-15,17,-17,-16,1
Cremona,2020-07-12,-28,-23,12,-13,5,-3
Cremona,2020-07-13,-16,-8,36,-27,-25,4
Cremona,2020-07-14,-12,-5,42,-25,-25,4
Cremona,2020-07-15,-13,-2,31,-29,-24,4
Cremona,2020-07-16,-11,-3,46,-29,-24,4
Cremona,2020-07-17,-16,-7,34,-29,-27,4
Cremona,2020-07-18,-21,-13,36,-15,-15,-2
Cremona,2020-07-19,-29,-19,11,-18,3,-4
Cremona,2020-07-20,-17,-8,24,-31,-25,4
Cremona,2020-07-21,-14,-6,36,-31,-24,4
Cremona,2020-07-22,-17,-7,12,-32,-24,4
Cremona,2020-07-23,-14,-4,39,-29,-25,4
Cremona,2020-07-24,-21,-11,0,-34,-28,6
Cremona,2020-07-25,-20,-14,33,-15,-15,-2
Cremona,2020-07-26,-26,-16,10,-15,4,-4
Cremona,2020-07-27,-15,-5,34,-28,-27,3
Cremona,2020-07-28,-13,-4,32,-31,-26,4
Cremona,2020-07-29,-14,-4,20,-31,-26,4
Cremona,2020-07-30,-13,-10,27,-34,-27,4
Cremona,2020-07-31,-16,-13,32,-30,-28,4
Cremona,2020-08-01,-24,-21,23,-22,-19,-1
Cremona,2020-08-02,-28,-20,-11,-24,-2,-1
Lecco,2020-02-15,5,-7,49,11,1,-1
Lecco,2020-02-16,1,-7,8,11,-2,-1
Lecco,2020-02-17,-2,-4,-11,-1,1,0
Lecco,2020-02-18,2,-5,20,3,1,0
Lecco,2020-02-19,2,-7,12,1,1,0
Lecco,2020-02-20,1,-3,13,2,1,0
Lecco,2020-02-21,2,-7,17,4,1,-1
Lecco,2020-02-22,3,-2,51,9,1,0
Lecco,2020-02-23,-4,19,23,5,1,2
Lecco,2020-02-24,-12,25,32,-31,-17,8
Lecco,2020-02-25,-15,1,-3,-36,-18,9
Lecco,2020-02-26,-13,-12,2,-34,-18,9
Lecco,2020-02-27,-11,-5,7,-31,-18,9
Lecco,2020-02-28,-6,-8,51,-26,-20,9
Lecco,2020-02-29,-15,-9,-2,-23,-21,8
Lecco,2020-03-01,-25,-16,-31,-26,-9,7
Lecco,2020-03-02,-23,-15,-48,-43,-17,9
Lecco,2020-03-03,-9,-8,5,-32,-15,8
Lecco,2020-03-04,-5,-9,59,-23,-15,7
Lecco,2020-03-05,-17,-5,-27,-39,-17,9
Lecco,2020-03-06,-14,-9,1,-32,-18,9
Lecco,2020-03-07,-9,-9,88,-8,-20,7
Lecco,2020-03-08,-33,-20,14,-12,-15,8
Lecco,2020-03-09,-38,-15,-40,-53,-25,14
Lecco,2020-03-10,-50,-20,-43,-58,-32,18
Lecco,2020-03-11,-58,-26,-36,-61,-38,21
Lecco,2020-03-12,-74,-33,-65,-71,-47,26
Lecco,2020-03-13,-77,-37,-62,-71,-54,30
Lecco,2020-03-14,-87,-57,-83,-80,-65,28
Lecco,2020-03-15,-92,-72,-89,-80,-56,23
Lecco,2020-03-16,-77,-43,-65,-75,-59,29
Lecco,2020-03-17,-79,-49,-64,-76,-62,31
Lecco,2020-03-18,-81,-51,-68,-79,-63,32
Lecco,2020-03-19,-81,-48,-72,-79,-65,33
Lecco,2020-03-20,-83,-49,-76,-79,-66,35
Lecco,2020-03-21,-89,-64,-87,-82,-69,28
Lecco,2020-03-22,-95,-84,-96,-88,-62,25
Lecco,2020-03-23,-84,-53,-82,-85,-74,35
Lecco,2020-03-24,-85,-56,-80,-83,-74,37
Lecco,2020-03-25,-86,-57,-82,-85,-75,38
Lecco,2020-03-26,-87,-57,-83,-84,-78,39
Lecco,2020-03-27,-87,-56,-81,-84,-78,41
Lecco,2020-03-28,-91,-69,-87,-84,-72,30
Lecco,2020-03-29,-95,-85,-94,-87,-63,25
Lecco,2020-03-30,-86,-55,-81,-83,-76,36
Lecco,2020-03-31,-94,-55,-78,-83,-76,38
Lecco,2020-04-01,-93,-53,-77,-81,-75,38
Lecco,2020-04-02,-93,-52,-76,-81,-75,38
Lecco,2020-04-03,-87,-52,-77,-82,-75,40
Lecco,2020-04-04,-91,-65,-86,-84,-70,29
Lecco,2020-04-05,-95,-85,-94,-86,-61,25
Lecco,2020-04-06,-85,-51,-74,-82,-70,34
Lecco,2020-04-07,-84,-49,-74,-82,-71,35
Lecco,2020-04-08,-83,-49,-75,-81,-70,35
Lecco,2020-04-09,-83,-42,-73,-80,-71,35
Lecco,2020-04-10,-83,-42,-76,-80,-72,38
Lecco,2020-04-11,-89,-62,-84,-81,-69,28
Lecco,2020-04-12,-96,-97,-95,-85,-66,25
Lecco,2020-04-13,-96,-89,-88,-90,-92,43
Lecco,2020-04-14,-82,-52,-73,-80,-66,33
Lecco,2020-04-15,-82,-50,-75,-80,-65,33
Lecco,2020-04-16,-82,-46,-74,-78,-65,33
Lecco,2020-04-17,-82,-47,-74,-79,-64,35
Lecco,2020-04-18,-88,-62,-85,-80,-64,28
Lecco,2020-04-19,-95,-83,-94,-85,-57,24
Lecco,2020-04-20,-81,-53,-79,-81,-61,31
Lecco,2020-04-21,-81,-52,-75,-80,-61,32
Lecco,2020-04-22,-80,-51,-74,-77,-60,31
Lecco,2020-04-23,-80,-47,-72,-77,-60,32
Lecco,2020-04-24,-81,-42,-73,-76,-61,33
Lecco,2020-04-25,-92,-75,-86,-82,-72,29
Lecco,2020-04-26,-94,-80,-93,-83,-55,24
Lecco,2020-04-27,-76,-46,-73,-76,-57,29
Lecco,2020-04-28,-78,-49,-73,-77,-58,30
Lecco,2020-04-29,-78,-44,-73,-75,-57,30
Lecco,2020-04-30,-77,-33,-75,-75,-57,29
Lecco,2020-05-01,-94,-87,-84,-87,-89,46
Lecco,2020-05-02,-83,-50,-81,-76,-60,27
Lecco,2020-05-03,-92,-73,-91,-80,-47,23
Lecco,2020-05-04,-61,-31,-27,-56,-43,19
Lecco,2020-05-05,-62,-31,-28,-59,-44,21
Lecco,2020-05-06,-62,-33,-33,-58,-44,22
Lecco,2020-05-07,-61,-30,-21,-57,-44,21
Lecco,2020-05-08,-61,-29,-27,-56,-44,23
Lecco,2020-05-09,-64,-39,-28,-48,-45,18
Lecco,2020-05-10,-72,-58,-61,-47,-27,15
Lecco,2020-05-11,-66,-40,-68,-70,-42,22
Lecco,2020-05-12,-58,-30,-28,-55,-40,20
Lecco,2020-05-13,-65,-38,-65,-66,-41,23
Lecco,2020-05-14,-58,-28,-24,-56,-40,20
Lecco,2020-05-15,-62,-30,-49,-63,-42,23
Lecco,2020-05-16,-63,-38,-48,-54,-40,19
Lecco,2020-05-17,-64,-56,-44,-42,-19,14
Lecco,2020-05-18,-37,-27,12,-48,-35,16
Lecco,2020-05-19,-42,-26,-18,-50,-36,17
Lecco,2020-05-20,-33,-24,39,-41,-34,15
Lecco,2020-05-21,-34,-18,32,-41,-35,15
Lecco,2020-05-22,-33,-18,33,-39,-35,16
Lecco,2020-05-23,-31,-24,47,-15,-29,11
Lecco,2020-05-24,-15,-33,55,22,-5,6
Lecco,2020-05-25,-29,-23,34,-41,-33,14
Lecco,2020-05-26,-28,-20,45,-38,-33,14
Lecco,2020-05-27,-26,-20,48,-37,-32,14
Lecco,2020-05-28,-28,-14,46,-39,-33,14
Lecco,2020-05-29,-27,-16,36,-36,-33,15
Lecco,2020-05-30,-20,-17,74,-2,-26,9
Lecco,2020-05-31,-8,-23,57,31,2,6
Lecco,2020-06-01,16,14,252,0,-55,14
Lecco,2020-06-02,1,-31,388,11,-79,22
Lecco,2020-06-03,-29,-18,4,-40,-30,13
Lecco,2020-06-04,-41,-20,-56,-54,-33,16
Lecco,2020-06-05,-18,-15,59,-30,-30,11
Lecco,2020-06-06,-18,-19,61,-15,-24,8
Lecco,2020-06-07,-52,-38,-79,-57,-7,11
Lecco,2020-06-08,-28,-19,-23,-46,-30,12
Lecco,2020-06-09,-23,-21,-12,-40,-29,12
Lecco,2020-06-10,-23,-17,-17,-42,-28,12
Lecco,2020-06-11,-22,-10,-5,-42,-30,11
Lecco,2020-06-12,-13,-14,52,-29,-30,10
Lecco,2020-06-13,-12,-18,88,-9,-20,6
Lecco,2020-06-14,-3,-21,52,12,8,3
Lecco,2020-06-15,-17,-19,39,-36,-28,9
Lecco,2020-06-16,-14,-13,39,-33,-27,10
Lecco,2020-06-17,-18,-15,6,-40,-27,11
Lecco,2020-06-18,-15,-17,50,-33,-27,9
Lecco,2020-06-19,-10,-13,65,-26,-30,9
Lecco,2020-06-20,-1,-16,168,9,-18,2
Lecco,2020-06-21,11,-18,117,55,7,-2
Lecco,2020-06-22,-9,-15,93,-26,-28,7
Lecco,2020-06-23,-8,-14,105,-23,-28,7
Lecco,2020-06-24,-6,-14,96,-25,-26,7
Lecco,2020-06-25,-10,-8,65,-27,-27,7
Lecco,2020-06-26,-8,-12,90,-20,-29,7
Lecco,2020-06-27,-5,-16,142,9,-21,1
Lecco,2020-06-28,3,-21,93,38,10,-2
Lecco,2020-06-29,-6,-12,93,-24,-27,6
Lecco,2020-06-30,-4,-12,86,-24,-26,7
Lecco,2020-07-01,-8,-9,38,-30,-25,7
Lecco,2020-07-02,-9,-10,58,-27,-26,7
Lecco,2020-07-03,-15,-14,17,-30,-28,9
Lecco,2020-07-04,0,-13,141,9,-19,0
Lecco,2020-07-05,6,-17,80,36,8,-3
Lecco,2020-07-06,-7,-9,81,-25,-28,5
Lecco,2020-07-07,-3,-10,89,-21,-27,5
Lecco,2020-07-08,-2,-12,88,-21,-25,5
Lecco,2020-07-09,-4,-9,95,-21,-26,5
Lecco,2020-07-10,-3,-14,93,-20,-28,5
Lecco,2020-07-11,-7,-18,76,-10,-21,2
Lecco,2020-07-12,8,-23,82,27,10,-3
Lecco,2020-07-13,-6,-11,66,-26,-26,5
Lecco,2020-07-14,-3,-13,76,-23,-27,5
Lecco,2020-07-15,-3,-11,47,-27,-24,5
Lecco,2020-07-16,1,-10,87,-20,-25,4
Lecco,2020-07-17,-1,-12,77,-20,-27,5
Lecco,2020-07-18,5,-16,135,9,-19,-1
Lecco,2020-07-19,9,-19,74,30,10,-4
Lecco,2020-07-20,-2,-10,82,-23,-25,4
Lecco,2020-07-21,0,-11,97,-25,-25,5
Lecco,2020-07-22,-1,-13,69,-24,-24,5
Lecco,2020-07-23,0,-9,89,-21,-24,4
Lecco,2020-07-24,-8,-10,32,-26,-28,6
Lecco,2020-07-25,3,-16,132,11,-20,-2
Lecco,2020-07-26,9,-18,70,27,9,-4
Lecco,2020-07-27,1,-8,91,-22,-27,4
Lecco,2020-07-28,0,-10,96,-23,-26,5
Lecco,2020-07-29,3,-11,92,-22,-26,4
Lecco,2020-07-30,0,-9,86,-22,-27,4
Lecco,2020-07-31,2,-13,104,-18,-28,3
Lecco,2020-08-01,-3,-21,113,6,-24,-1
Lecco,2020-08-02,-9,-20,16,-2,8,0
Lodi,2020-02-15,7,-13,13,4,1,-1
Lodi,2020-02-16,3,-27,36,10,1,-1
Lodi,2020-02-17,2,-12,-16,0,0,0
Lodi,2020-02-18,5,-11,18,1,1,0
Lodi,2020-02-19,4,-12,9,1,0,-1
Lodi,2020-02-20,5,-11,1,-1,0,-1
Lodi,2020-02-21,-8,-13,-9,-3,-2,1
Lodi,2020-02-22,-34,-31,-24,-51,-21,8
Lodi,2020-02-23,-45,-44,-31,-63,-16,9
Lodi,2020-02-24,-32,-10,-13,-69,-43,17
Lodi,2020-02-25,-37,-26,-21,-73,-43,19
Lodi,2020-02-26,-38,-30,-18,-72,-42,19
Lodi,2020-02-27,-31,-25,-5,-70,-42,19
Lodi,2020-02-28,-28,-25,-5,-68,-41,18
Lodi,2020-02-29,-37,-29,-25,-69,-32,12
Lodi,2020-03-01,-44,-50,-46,-69,-24,11
Lodi,2020-03-02,-34,-33,-56,-71,-38,18
Lodi,2020-03-03,-23,-17,-19,-70,-36,16
Lodi,2020-03-04,-24,-20,16,-65,-36,15
Lodi,2020-03-05,-31,-22,-40,-70,-38,18
Lodi,2020-03-06,-29,-24,-24,-69,-37,18
Lodi,2020-03-07,-37,-28,16,-61,-32,11
Lodi,2020-03-08,-48,-48,2,-61,-26,10
Lodi,2020-03-09,-36,-30,-45,-71,-37,18
Lodi,2020-03-10,-41,-25,-31,-72,-39,19
Lodi,2020-03-11,-45,-28,-18,-74,-42,21
Lodi,2020-03-12,-66,-33,-49,-78,-49,26
Lodi,2020-03-13,-70,-36,-55,-80,-53,28
Lodi,2020-03-14,-79,-50,-64,-82,-57,24
Lodi,2020-03-15,-84,-74,-58,-80,-51,20
Lodi,2020-03-16,-67,-39,-49,-80,-56,27
Lodi,2020-03-17,-71,-43,-54,-81,-58,28
Lodi,2020-03-18,-74,-45,-55,-81,-59,29
Lodi,2020-03-19,-73,-44,-58,-83,-61,30
Lodi,2020-03-20,-75,-42,-68,-83,-61,32
Lodi,2020-03-21,-83,-54,-68,-84,-62,25
Lodi,2020-03-22,-93,-88,-83,-88,-60,22
Lodi,2020-03-23,-76,-47,-74,-87,-67,32
Lodi,2020-03-24,-78,-48,-72,-85,-68,33
Lodi,2020-03-25,-80,-51,-71,-86,-68,34
Lodi,2020-03-26,-79,-49,-74,-87,-70,35
Lodi,2020-03-27,-79,-47,-75,-87,-69,36
Lodi,2020-03-28,-85,-60,-73,-87,-64,26
Lodi,2020-03-29,-93,-89,-82,-89,-59,22
Lodi,2020-03-30,-76,-48,-71,-86,-67,32
Lodi,2020-03-31,-89,-46,-72,-86,-69,33
Lodi,2020-04-01,-89,-42,-63,-84,-67,33
Lodi,2020-04-02,-88,-42,-63,-84,-67,34
Lodi,2020-04-03,-81,-43,-70,-84,-67,35
Lodi,2020-04-04,-86,-57,-69,-86,-62,26
Lodi,2020-04-05,-93,-87,-83,-89,-59,22
Lodi,2020-04-06,-76,-43,-60,-84,-63,30
Lodi,2020-04-07,-78,-41,-65,-86,-64,31
Lodi,2020-04-08,-79,-40,-57,-84,-63,31
Lodi,2020-04-09,-77,-34,-63,-84,-64,31
Lodi,2020-04-10,-79,-33,-65,-86,-66,33
Lodi,2020-04-11,-85,-53,-65,-84,-62,25
Lodi,2020-04-12,-95,-97,-83,-89,-63,23
Lodi,2020-04-13,-94,-88,-76,-94,-91,42
Lodi,2020-04-14,-77,-43,-69,-85,-62,30
Lodi,2020-04-15,-77,-42,-55,-84,-60,30
Lodi,2020-04-16,-76,-39,-62,-83,-60,30
Lodi,2020-04-17,-77,-41,-66,-83,-60,32
Lodi,2020-04-18,-84,-53,-66,-83,-57,24
Lodi,2020-04-19,-93,-87,-79,-88,-53,22
Lodi,2020-04-20,-76,-49,-78,-85,-59,29
Lodi,2020-04-21,-75,-45,-68,-84,-58,29
Lodi,2020-04-22,-75,-44,-56,-83,-57,29
Lodi,2020-04-23,-74,-39,-62,-83,-58,29
Lodi,2020-04-24,-76,-36,-64,-84,-58,30
Lodi,2020-04-25,-89,-70,-73,-87,-69,27
Lodi,2020-04-26,-92,-82,-80,-86,-53,22
Lodi,2020-04-27,-69,-37,-59,-83,-55,26
Lodi,2020-04-28,-74,-43,-63,-85,-56,28
Lodi,2020-04-29,-73,-38,-53,-82,-55,27
Lodi,2020-04-30,-69,-26,-62,-82,-56,27
