date,daily_cases,med_temp,med_hum,pm25,pm10,o3,no2,retail,grocery,parks,transit,work,home,rt1,rt2
2020-06-02,23,20.8166666666667,56.7230318306586,72,13,48,11,-31,-36,102,-60,-73,23,0.909242163997328,0.859732093811683
2020-06-03,3,20.75,65.5077531099967,53,11,48,11,-29,-14,-3,-47,-30,12,0.903406536957761,0.887156698944713
2020-06-04,6,16.6833333333333,93.8539763707726,46,9,29,15,-33,-14,-46,-55,-32,15,0.89875024857057,0.901777951770677
2020-06-05,22,20,68.9380280199142,30,2,47,13,-24,-13,19,-46,-30,11,0.893995772201386,0.921899815171479
2020-06-06,11,21.25,65.4489893706053,53,18,49,11,-25,-18,26,-24,-12,5,0.888662694873168,0.95007052368048
2020-06-07,12,18.9333333333333,82.6161672631915,59,7,34,14,-34,-26,-35,-40,-5,6,0.884461321259301,0.967063460541123
2020-06-08,2,16,89.3644873236879,17,3,28,10,-26,-21,-30,-53,-30,13,0.878812706617675,0.956060335606424
2020-06-09,5,18.5,75.3773941984274,NaN,1,35,11,-22,-16,4,-49,-29,11,0.87416751800662,0.933320522190798
2020-06-10,6,17.75,76.4274609316492,NaN,6,37,9,-23,-16,-6,-49,-28,12,0.870560699476987,0.901479028594372
2020-06-11,4,17.5,84.2561231869941,5,12,40,9,-21,-10,-9,-49,-29,11,0.868816915721933,0.861187510216232
2020-06-12,23,20.25,66.4400945216596,30,15,48,11,-20,-13,18,-45,-29,10,0.865169467636472,0.827189911712538
2020-06-13,16,18,87.0987173262584,46,10,41,9,-27,-20,-5,-30,-11,6,0.863919700341379,0.791680820771799
2020-06-14,13,20.75,76.7844006465273,25,8,45,13,-21,-23,24,-24,4,2,0.862568991138833,0.746962261916522
2020-06-15,3,21.5,79.4197804271992,17,10,47,14,-16,-17,4,-45,-28,9,0.861140411309702,0.724177385214109
2020-06-16,6,21.25,78.1226741046814,38,10,42,9,-17,-14,16,-45,-27,9,0.861130248491223,0.707961600623453
2020-06-17,20,19.3833333333333,80.3973628044753,46,6,44,11,-19,-14,-4,-48,-26,10,0.862893718091731,0.695702712723253
2020-06-18,12,21,67.6100370933505,30,10,40,10,-16,-14,12,-46,-27,9,0.864804779765478,0.712002006617023
2020-06-19,7,20.75,70.0618182552046,34,6,46,11,-16,-13,33,-42,-27,8,0.866675649448968,0.738157701654521
2020-06-20,0,22.3333333333333,63.0685552029888,21,9,48,15,-19,-20,41,-18,-7,2,0.867630096821442,0.758831842189612
2020-06-21,9,25.25,36.999637400664,34,5,45,12,-21,-27,20,-19,5,-1,0.868798007736458,0.789690673673789
2020-06-22,0,26,48.4886558209718,9,10,53,21,-14,-17,5,-44,-29,8,0.869142060987361,0.817451805741625
2020-06-23,4,26,48.7342478131002,17,10,74,30,-14,-15,23,-44,-28,8,0.871240205954542,0.848219758443738
2020-06-24,3,26.0833333333333,56.0490149640304,25,24,79,29,-14,-14,24,-42,-25,8,0.872610160067043,0.850323479109786
2020-06-25,5,24.75,60.8226095284285,55,19,60,11,-14,-11,12,-44,-26,8,0.875807850370719,0.858909584788542
2020-06-26,3,24.75,67.1482289218769,42,10,64,9,-16,-14,27,-40,-27,7,0.878936215063538,0.853045597894461
2020-06-27,4,27,63.6126193294695,38,16,61,11,-19,-19,29,-16,-9,1,0.8814018581784,0.871275360958548
2020-06-28,6,26.5,54.0643343423401,30,12,49,8,-21,-25,3,-21,9,-2,0.884231752525558,0.873649905634065
2020-06-29,0,26.25,61.9529760694446,38,17,45,10,-12,-16,7,-44,-26,7,0.887973297356658,0.868246584353937
2020-06-30,1,25.6833333333333,69.5252140397488,50,25,53,10,-11,-14,23,-43,-25,7,0.891899377149826,0.846818414231799
2020-07-01,1,25.0166666666667,66.2668789692495,NaN,13,51,11,-11,-9,15,-43,-24,6,0.894718881050756,0.843191973720686
2020-07-02,3,25.5,69.9977668045205,NaN,10,51,10,-13,-12,3,-43,-26,7,0.900629314776581,0.840508037617764
2020-07-03,11,21.5,70.7940845088481,21,14,53,11,-20,-14,-12,-43,-27,8,0.904620506491079,0.857162345518392
2020-07-04,0,24,64.1333768922498,17,4,43,11,-16,-19,27,-19,-8,0,0.909740835027131,0.864094137295759
2020-07-05,3,25.5,69.5002162367148,38,4,43,11,-21,-25,1,-19,5,-2,0.913420120517121,0.911144403630529
2020-07-06,0,28.5,58.3557222746646,55,15,55,10,-13,-15,1,-44,-27,6,0.917360255223852,0.950656012111777
2020-07-07,0,23.6833333333333,49.5637233106475,46,23,76,20,-10,-12,25,-42,-26,6,0.922034699508728,0.974571285914719
2020-07-08,1,23,51.0146501495861,NaN,12,42,8,-12,-14,19,-42,-24,6,0.925883193917415,0.978096615265091
2020-07-09,4,24.75,65.1284643976186,25,15,50,14,-15,-13,7,-44,-25,6,0.927839542046366,1.01188253681107
2020-07-10,0,27.25,61.7944127060725,61,24,81,15,-15,-15,14,-40,-27,6,0.929040170435955,1.0423395739376
2020-07-11,3,24.4666666666667,68.7596750754583,59,20,84,12,-19,-19,21,-23,-8,0,0.932401392255353,1.10282519032112
2020-07-12,0,24,54.2431829475034,17,16,53,11,-21,-23,5,-20,6,-3,0.935078785372413,1.14597784552275
2020-07-13,2,22.8166666666667,50.7700760664071,17,12,42,6,-13,-15,5,-43,-27,6,0.935517520259455,1.17701230139295
2020-07-14,1,22.25,55.8350527553558,30,10,45,9,-11,-15,28,-42,-26,6,0.937345771130181,1.28511866975826
2020-07-15,1,21.6833333333333,69.9300777795411,38,19,50,13,-10,-13,16,-43,-24,6,0.939231387674666,1.29495387278069
2020-07-16,0,23.35,68.0024783816886,46,20,59,11,-10,-14,5,-43,-25,5,0.940643565241783,1.33577090643488
2020-07-17,2,23.75,69.9721352403131,38,13,59,10,-13,-14,21,-42,-26,6,0.943317572100196,1.37815666360145
2020-07-18,1,22.75,62.3430947888602,53,23,51,9,-17,-21,25,-20,-9,-1,0.943637226341186,1.40232902874372
2020-07-19,1,24.2833333333333,53.4667068061885,17,8,43,7,-21,-25,3,-22,6,-4,0.944431981093235,1.48679043391073
2020-07-20,0,26,59.7160801765121,38,10,66,8,-12,-17,4,-45,-26,5,0.943591185535712,1.53754473739613
2020-07-21,2,26.7333333333333,60.4933508426056,25,11,57,10,-12,-16,19,-43,-25,5,0.943600023734924,1.5712870234822
2020-07-22,0,26.25,63.3845505945507,34,12,55,10,-14,-17,8,-45,-25,6,0.94360034337254,1.65776242702845
2020-07-23,3,26.25,70.7624544181894,34,12,57,10,-11,-13,3,-44,-26,5,0.944561765795396,NaN
2020-07-24,2,19.5,85.7027970766647,50,14,57,9,-16,-16,-1,-42,-27,6,0.945019633896874,NaN
2020-07-25,0,24.0333333333333,66.1248286106475,46,20,39,11,-17,-21,28,-19,-8,-1,0.945415738233,NaN
2020-07-26,1,25.25,69.6602245742227,50,11,48,11,-20,-22,2,-20,7,-3,0.946100370628335,NaN
2020-07-27,0,25.5,72.7709320114787,65,17,49,12,-11,-15,4,-44,-28,5,0.945052304568022,NaN
2020-07-28,3,27.25,64.8712151818972,57,26,63,10,-12,-15,17,-43,-27,5,0.943664017312985,NaN
2020-07-29,0,27.75,65.9094447564797,61,29,70,15,-12,-16,12,-42,-27,5,0.945726651687156,NaN
2020-07-30,3,30,59.550440601094,65,19,59,11,-12,-16,-3,-44,-28,5,0.946028266504274,NaN
2020-07-31,3,28.75,62.8133992664779,25,25,61,10,-13,-17,6,-44,-29,5,0.947886118998852,NaN
2020-08-01,2,30.25,61.7490658801951,55,26,63,12,-21,-25,-12,-27,-13,-1,0.947725708287003,NaN
