date,region,positive,total
20200324,Alessandria,129,377
20200326,Alessandria,34,93
20200327,Alessandria,126,373
20200328,Alessandria,91,284
20200329,Alessandria,58,276
20200330,Alessandria,25,70
20200331,Alessandria,37,137
20200401,Alessandria,61,297
20200402,Alessandria,50,183
20200403,Alessandria,63,253
20200404,Alessandria,100,357
20200405,Alessandria,172,358
20200406,Alessandria,141,648
20200407,Alessandria,42,301
20200408,Alessandria,70,567
20200409,Alessandria,65,439
20200410,Alessandria,38,361
20200411,Alessandria,72,370
20200412,Alessandria,57,348
20200413,Alessandria,67,370
20200414,Alessandria,52,235
20200415,Alessandria,40,296
20200416,Alessandria,173,993
20200417,Alessandria,116,1002
20200418,Alessandria,56,435
20200419,Alessandria,31,247
20200420,Alessandria,32,340
20200421,Alessandria,84,799
20200422,Alessandria,109,845
20200423,Alessandria,26,419
20200424,Alessandria,80,860
20200425,Alessandria,66,635
20200426,Alessandria,8,82
20200427,Alessandria,83,1256
20200428,Alessandria,47,692
20200429,Alessandria,28,459
20200430,Alessandria,71,874
20200501,Alessandria,74,1130
20200502,Alessandria,68,812
20200503,Alessandria,25,371
20200504,Alessandria,9,181
20200505,Alessandria,13,448
20200506,Alessandria,16,654
20200507,Alessandria,32,1066
20200508,Alessandria,58,1643
20200509,Alessandria,11,281
20200510,Alessandria,7,276
20200511,Alessandria,2,61
20200512,Alessandria,12,455
20200513,Alessandria,11,437
20200514,Alessandria,14,732
20200515,Alessandria,10,498
20200516,Alessandria,10,406
20200517,Alessandria,7,470
20200518,Alessandria,4,228
20200519,Alessandria,7,325
20200520,Alessandria,6,233
20200521,Alessandria,16,1015
20200522,Alessandria,6,369
20200523,Alessandria,10,877
20200524,Alessandria,3,228
20200525,Alessandria,7,417
20200526,Alessandria,19,1205
20200527,Alessandria,7,489
20200528,Alessandria,14,1397
20200529,Alessandria,8,734
20200530,Alessandria,19,1467
20200531,Alessandria,3,184
20200601,Alessandria,2,223
20200602,Alessandria,17,1080
20200604,Alessandria,1,168
20200605,Alessandria,17,1587
20200606,Alessandria,3,344
20200607,Alessandria,1,318
20200608,Alessandria,2,224
20200609,Alessandria,2,366
20200610,Alessandria,7,1337
20200611,Alessandria,5,502
20200612,Alessandria,5,517
20200613,Alessandria,17,1725
20200614,Alessandria,6,568
20200615,Alessandria,1,615
20200616,Alessandria,8,1008
20200617,Alessandria,15,1543
20200618,Alessandria,5,521
20200619,Alessandria,2,332
20200620,Alessandria,5,557
20200621,Alessandria,12,1152
20200624,Alessandria,3,502
20200625,Alessandria,2,356
20200701,Alessandria,3,756
20200705,Alessandria,3,452
20200706,Alessandria,1,244
20200707,Alessandria,1,615
20200708,Alessandria,3,410
20200709,Alessandria,3,643
20200710,Alessandria,2,553
20200711,Alessandria,2,605
20200715,Alessandria,3,1065
20200721,Alessandria,1,413
20200722,Alessandria,7,1661
20200724,Alessandria,2,499
20200726,Alessandria,2,385
20200727,Alessandria,1,279
20200728,Alessandria,2,534
20200730,Alessandria,5,1643
20200731,Alessandria,1,120
20200801,Alessandria,1,166
20200225,Firenze,1,78
20200228,Firenze,6,27
20200303,Firenze,3,42
20200304,Firenze,5,21
20200306,Firenze,3,54
20200307,Firenze,4,28
20200308,Firenze,12,65
20200309,Firenze,12,114
20200310,Firenze,10,99
20200311,Firenze,10,41
20200312,Firenze,15,123
20200313,Firenze,15,125
20200314,Firenze,31,106
20200315,Firenze,30,107
20200316,Firenze,24,220
20200317,Firenze,28,122
20200318,Firenze,81,257
20200319,Firenze,54,450
20200320,Firenze,52,256
20200321,Firenze,50,343
20200322,Firenze,63,322
20200323,Firenze,34,108
20200324,Firenze,74,575
20200325,Firenze,87,691
20200326,Firenze,55,668
20200328,Firenze,91,463
20200329,Firenze,102,657
20200330,Firenze,65,565
20200331,Firenze,65,1017
20200401,Firenze,71,935
20200402,Firenze,261,2667
20200403,Firenze,124,2050
20200404,Firenze,83,1653
20200405,Firenze,89,1578
20200406,Firenze,54,646
20200407,Firenze,36,796
20200408,Firenze,66,1389
20200409,Firenze,90,2329
20200410,Firenze,108,4036
20200411,Firenze,85,1382
20200412,Firenze,105,1093
20200413,Firenze,10,145
20200414,Firenze,42,423
20200415,Firenze,61,1790
20200416,Firenze,71,1359
20200417,Firenze,51,1399
20200418,Firenze,69,1995
20200419,Firenze,46,1387
20200420,Firenze,44,613
20200421,Firenze,51,2161
20200422,Firenze,56,2410
20200423,Firenze,35,1784
20200424,Firenze,54,1759
20200425,Firenze,75,2260
20200426,Firenze,79,1137
20200427,Firenze,8,414
20200428,Firenze,28,2460
20200429,Firenze,40,2534
20200430,Firenze,41,2984
20200501,Firenze,36,1783
20200502,Firenze,37,817
20200503,Firenze,17,1204
20200504,Firenze,14,565
20200505,Firenze,18,2888
20200506,Firenze,15,2477
20200507,Firenze,18,3122
20200508,Firenze,21,2340
20200509,Firenze,9,1613
20200510,Firenze,11,1370
20200511,Firenze,6,582
20200512,Firenze,11,3947
20200513,Firenze,7,1082
20200514,Firenze,13,1801
20200515,Firenze,18,3137
20200516,Firenze,14,1558
20200517,Firenze,18,1707
20200518,Firenze,3,272
20200519,Firenze,5,2829
20200520,Firenze,2,734
20200521,Firenze,7,1678
20200522,Firenze,16,1778
20200523,Firenze,9,2656
20200524,Firenze,6,1236
20200526,Firenze,1,1508
20200527,Firenze,4,1290
20200528,Firenze,1,1005
20200529,Firenze,1,1683
20200530,Firenze,6,1695
20200531,Firenze,3,1987
20200601,Firenze,1,585
20200602,Firenze,3,1000
20200603,Firenze,2,995
20200605,Firenze,5,2676
20200606,Firenze,4,2232
20200607,Firenze,1,2808
20200608,Firenze,2,356
20200609,Firenze,1,3386
20200610,Firenze,1,1133
20200611,Firenze,5,1574
20200612,Firenze,5,2182
20200613,Firenze,7,2831
20200614,Firenze,6,1933
20200615,Firenze,3,593
20200618,Firenze,1,1587
20200619,Firenze,2,541
20200621,Firenze,1,876
20200623,Firenze,1,580
20200627,Firenze,2,537
20200629,Firenze,3,864
20200630,Firenze,2,2912
20200703,Firenze,7,2134
20200704,Firenze,1,291
20200705,Firenze,6,1869
20200707,Firenze,7,989
20200708,Firenze,5,2654
20200711,Firenze,3,1482
20200712,Firenze,1,2784
20200715,Firenze,1,431
20200716,Firenze,2,494
20200717,Firenze,1,444
20200719,Firenze,10,1744
20200721,Firenze,3,1021
20200722,Firenze,3,1816
20200724,Firenze,4,1044
20200725,Firenze,4,1138
20200726,Firenze,9,1765
20200727,Firenze,2,382
20200728,Firenze,2,1866
20200729,Firenze,12,2713
20200730,Firenze,6,1816
20200731,Firenze,10,2098
20200801,Firenze,3,1594
20200301,Verona,2,11
20200302,Verona,6,436
20200303,Verona,9,104
20200304,Verona,4,26
20200305,Verona,4,122
20200306,Verona,17,225
20200307,Verona,10,256
20200308,Verona,11,129
20200310,Verona,23,141
20200311,Verona,14,399
20200312,Verona,40,226
20200313,Verona,60,641
20200314,Verona,65,245
20200315,Verona,60,1421
20200316,Verona,90,749
20200317,Verona,56,103
20200318,Verona,145,1525
20200319,Verona,60,848
20200320,Verona,98,830
20200321,Verona,170,1263
20200322,Verona,92,734
20200323,Verona,53,477
20200324,Verona,129,1474
20200325,Verona,76,723
20200326,Verona,98,1766
20200327,Verona,243,1672
20200328,Verona,109,1448
20200329,Verona,122,1540
20200330,Verona,106,1494
20200331,Verona,130,1899
20200401,Verona,175,2423
20200402,Verona,118,1839
20200403,Verona,83,1451
20200404,Verona,59,1114
20200405,Verona,141,2673
20200406,Verona,67,995
20200407,Verona,101,2174
20200408,Verona,64,1281
20200409,Verona,129,2025
20200410,Verona,208,3940
20200411,Verona,145,4267
20200412,Verona,93,2266
20200413,Verona,52,1385
20200414,Verona,25,801
20200415,Verona,77,2994
20200416,Verona,81,1816
20200417,Verona,75,2378
20200418,Verona,75,2502
20200419,Verona,94,3276
20200420,Verona,24,627
20200421,Verona,72,1887
20200422,Verona,94,2666
20200423,Verona,58,4272
20200424,Verona,176,4461
20200425,Verona,75,4667
20200426,Verona,19,2229
20200427,Verona,34,1154
20200428,Verona,30,1905
20200429,Verona,71,5727
20200430,Verona,39,3343
20200501,Verona,43,4123
20200502,Verona,62,4192
20200503,Verona,29,2229
20200504,Verona,21,2084
20200505,Verona,10,2514
20200506,Verona,29,3335
20200507,Verona,37,5203
20200508,Verona,20,3304
20200509,Verona,17,3581
20200510,Verona,10,1453
20200511,Verona,2,672
20200512,Verona,11,2223
20200513,Verona,10,2892
20200514,Verona,11,3896
20200515,Verona,19,4383
20200516,Verona,5,1591
20200517,Verona,4,2936
20200518,Verona,2,1430
20200519,Verona,32,7339
20200520,Verona,16,6302
20200522,Verona,10,5410
20200523,Verona,6,7741
20200524,Verona,6,3485
20200525,Verona,2,1358
20200526,Verona,2,3018
20200528,Verona,8,10289
20200529,Verona,6,8617
20200530,Verona,5,6293
20200531,Verona,1,1603
20200602,Verona,1,1792
20200604,Verona,1,2856
20200605,Verona,2,2342
20200606,Verona,3,7736
20200609,Verona,1,2963
20200610,Verona,1,3739
20200613,Verona,1,233
20200616,Verona,2,18256
20200617,Verona,1,2801
20200618,Verona,5,6627
20200620,Verona,1,4035
20200621,Verona,2,1739
20200623,Verona,1,1915
20200624,Verona,1,3078
20200626,Verona,1,1522
20200628,Verona,2,1199
20200630,Verona,1,1074
20200701,Verona,1,4442
20200702,Verona,1,591
20200705,Verona,1,701
20200708,Verona,1,1321
20200709,Verona,1,828
20200711,Verona,1,1128
20200712,Verona,5,1759
20200714,Verona,3,1073
20200715,Verona,2,675
20200716,Verona,8,2450
20200717,Verona,2,337
20200718,Verona,1,269
20200719,Verona,3,386
20200722,Verona,2,451
20200723,Verona,30,14261
20200724,Verona,2,825
20200725,Verona,3,904
20200728,Verona,5,1874
20200729,Verona,6,1492
20200731,Verona,2,240
20200801,Verona,5,1662
